Avg_salary,Rating,Size,Type of ownership,Industry,Sector,Revenue,No. of Competitors,Per_Hour,Employer_provided,State,job_loc,Age_of_company,Python,SPARK,AWS,EXCEL,Job_Titles_Simplified,Title_Seniority,Job_Description_Length
172.0,4.0,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,MA,0,171,0,0,1,0,Director,Not Mentioned,5734
120.0,-1.0,Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,1,MA,0,-1,0,0,0,0,Other Titles,Senior,3239
66.5,3.0,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),3,0,0,PA,1,37,0,0,0,1,Analyst,Senior,3787
100.0,3.0,501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,0,0,CA,1,26,0,0,0,1,Other Titles,Senior,7844
94.5,4.7,51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,0,CA,0,14,1,0,1,0,Data Engineer,Senior,1534
221.5,4.2,501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,0,CA,1,9,1,0,0,1,manager,Not Mentioned,4997
119.0,3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,0,0,WA,0,55,0,0,0,0,Data Scientist,Senior,5234
95.5,3.5,201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,0,IL,1,25,1,0,0,0,Data Engineer,Not Mentioned,3152
194.5,3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,0,0,IL,0,108,1,0,0,0,Director,Not Mentioned,3967
50.0,3.2,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),2,1,0,NE,0,24,0,0,0,0,Other Titles,Not Mentioned,1885
27.0,2.7,5001 to 10000 employees,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),0,1,0,TN,0,20,0,0,0,1,Analyst,Senior,4349
173.0,3.3,1001 to 5000 employees,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),0,0,0,NJ,0,47,1,0,0,1,Analyst,Senior,4224
105.5,3.7,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,TX,1,-1,1,0,1,0,Data Scientist,Not Mentioned,8876
71.5,3.9,1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),3,0,0,TX,1,73,1,0,1,1,Other Titles,Senior,2353
74.0,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,NC,1,145,0,0,0,1,Other Titles,Senior,6106
62.5,3.7,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,0,AL,0,98,0,0,0,1,Analyst,Not Mentioned,4820
65.5,4.3,1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),3,0,0,NC,0,62,0,0,0,0,Other Titles,Senior,2287
85.0,3.8,10000+ employees,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),3,0,0,PA,1,72,1,0,0,0,Data Scientist,Not Mentioned,2527
147.5,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MD,0,107,1,0,0,1,Data Scientist,Senior,4529
161.5,3.6,1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,0,NJ,1,31,1,0,1,1,Director,Not Mentioned,5189
81.0,3.7,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),0,0,0,VA,1,121,0,0,0,1,Data Engineer,Not Mentioned,2973
72.5,2.1,1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),2,0,0,PA,1,17,0,0,0,1,Analyst,Senior,1402
139.0,3.9,51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,0,CA,1,12,1,0,1,1,Data Engineer,Senior,4951
136.5,3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),2,0,0,CA,1,13,0,0,0,0,Data Engineer,Senior,3494
83.0,3.2,201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,0,NY,1,12,1,1,0,1,Analyst,Senior,2719
121.0,4.6,51 to 200 employees,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),3,0,0,MA,1,29,0,0,1,1,Other Titles,Senior,3738
74.5,3.8,1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),3,0,0,NY,1,18,1,1,0,0,Data Scientist,Not Mentioned,3212
85.5,2.2,501 to 1000 employees,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,0,0,0,CA,1,18,0,0,0,1,Analyst,Not Mentioned,4438
80.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,NC,1,145,0,0,0,1,Other Titles,Senior,5815
167.5,4.6,51 to 200 employees,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),3,0,0,MA,1,29,0,0,0,0,Other Titles,Senior,3200
107.5,2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,PA,1,36,1,0,0,0,Machine Learning Engineer,Not Mentioned,2030
44.5,3.4,501 to 1000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),0,0,0,WA,1,41,0,0,1,1,Analyst,Not Mentioned,4137
107.5,3.3,1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),3,0,0,MD,0,131,0,0,0,0,Analyst,Senior,2636
132.5,-1.0,Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,1,MA,0,-1,0,0,0,0,Other Titles,Senior,3111
69.5,3.7,201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,0,PA,0,26,0,0,0,1,Analyst,Senior,1907
98.5,3.5,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),2,0,0,CA,0,50,1,1,1,0,Other Titles,Senior,4007
80.5,2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,0,MD,1,59,0,0,0,1,Other Titles,Not Mentioned,3598
74.0,3.8,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),0,1,0,MA,1,12,0,0,0,1,Other Titles,Not Mentioned,3781
99.0,3.7,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,0,MD,0,98,1,0,0,0,Other Titles,Not Mentioned,4478
96.5,3.8,501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,0,MA,1,12,0,0,0,1,manager,Not Mentioned,4533
53.0,3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,0,0,MA,1,108,0,0,0,0,Director,Not Mentioned,3470
103.0,2.7,1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,0,CA,1,9,0,1,1,0,Data Engineer,Senior,4618
139.5,3.8,501 to 1000 employees,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),0,0,0,CA,1,14,0,0,0,0,Data Scientist,Senior,2962
67.0,3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,0,0,WA,1,55,0,0,0,0,Data Scientist,Not Mentioned,4991
62.5,3.0,10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),3,0,0,CT,0,39,0,0,0,1,Other Titles,Not Mentioned,3509
92.0,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MD,0,107,0,0,0,0,Other Titles,Not Mentioned,2418
66.0,3.6,1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),2,0,0,NY,1,40,0,0,0,1,Analyst,Not Mentioned,2323
94.5,3.5,501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,0,CA,1,7,1,1,1,1,Data Engineer,Not Mentioned,5825
114.0,3.6,1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,0,NJ,1,31,1,0,1,1,Data Scientist,Not Mentioned,4708
75.5,4.2,51 to 200 employees,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,3,0,0,NY,1,8,1,0,1,0,Data Scientist,Not Mentioned,4391
96.0,3.5,1 to 50 employees,School / School District,K-12 Education,Education,$5 to $10 million (USD),0,0,0,MO,0,-1,0,0,0,1,Data Scientist,Not Mentioned,3835
87.0,4.0,501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),2,0,0,VA,0,66,1,0,0,0,Machine Learning Engineer,Not Mentioned,3160
86.0,3.7,201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,0,MD,0,14,1,0,0,1,Data Scientist,Not Mentioned,6683
116.5,4.4,1 to 50 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,0,CA,1,8,1,0,0,0,Data Scientist,Senior,1225
154.5,3.5,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),3,0,0,MA,1,10,1,0,0,1,Other Titles,Senior,4538
48.5,3.6,1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,0,0,CA,1,34,0,0,0,1,Analyst,Not Mentioned,4644
87.0,3.7,501 to 1000 employees,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),0,0,0,KS,0,47,1,0,0,1,Machine Learning Engineer,Not Mentioned,2905
80.0,3.4,501 to 1000 employees,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),3,0,0,TX,0,18,1,1,0,1,Data Engineer,Not Mentioned,7878
43.0,4.0,1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,1,0,TX,0,43,0,0,1,0,Other Titles,Not Mentioned,5215
173.0,3.7,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,0,CA,0,81,1,0,0,0,Data Scientist,Senior,5942
52.5,2.4,501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,0,IL,0,-1,0,0,0,0,Other Titles,Not Mentioned,2455
68.5,3.5,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,0,0,AZ,0,23,1,1,0,0,Data Engineer,Not Mentioned,1249
95.0,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MD,0,107,0,0,0,0,Other Titles,Senior,3135
69.5,3.2,5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),3,0,0,MA,1,62,1,0,0,1,Data Scientist,Not Mentioned,4538
107.0,4.4,201 to 500 employees,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,0,0,0,OH,1,135,1,0,1,0,Data Scientist,Senior,4852
112.0,3.9,501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),3,0,0,VA,0,10,1,1,0,0,Data Scientist,Senior,4501
96.5,3.4,51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,0,DC,0,23,1,0,0,0,Data Scientist,Not Mentioned,4699
111.5,2.1,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,0,CA,1,-1,0,0,0,1,Other Titles,Not Mentioned,4378
154.5,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,239,0,1,1,1,Data Engineer,Not Mentioned,6892
95.0,3.4,201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,2,0,0,NY,0,9,1,1,1,0,Data Scientist,Not Mentioned,3134
97.5,4.0,501 to 1000 employees,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,2,0,0,NY,1,13,1,0,0,1,Data Scientist,Not Mentioned,3458
128.5,4.4,201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,0,IL,1,12,1,0,1,1,Data Scientist,Senior,3206
124.0,2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,PA,1,36,0,0,0,0,Machine Learning Engineer,Senior,5421
194.0,3.2,501 to 1000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3,0,0,CA,1,14,0,0,1,1,Data Scientist,Senior,4893
63.0,3.7,501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,1,0,CO,1,54,0,0,0,0,Other Titles,Not Mentioned,1967
50.0,4.2,10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,0,UT,1,-1,0,0,1,1,Analyst,Not Mentioned,4574
104.5,3.5,201 to 500 employees,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,0,NY,1,15,1,1,1,1,Data Scientist,Not Mentioned,4170
69.5,4.3,201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,0,AZ,0,51,1,0,0,1,Data Scientist,Not Mentioned,3728
121.0,2.6,10000+ employees,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,CA,1,23,1,0,0,0,Data Scientist,Not Mentioned,2463
85.5,4.2,201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,0,NC,0,12,1,0,0,1,Data Engineer,Not Mentioned,5226
113.0,3.1,1001 to 5000 employees,Company - Public,Video Games,Media,$10+ billion (USD),3,0,0,CA,0,23,1,1,1,1,Data Engineer,Not Mentioned,2447
103.0,3.8,201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$25 to $50 million (USD),0,0,0,CA,0,15,1,0,1,0,Data Scientist,Not Mentioned,2751
90.5,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,190,0,0,1,0,Other Titles,Not Mentioned,5893
153.0,4.3,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,0,0,CA,1,12,1,1,0,1,Data Scientist,Senior,2119
106.5,3.2,5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),3,0,0,VA,0,62,1,1,0,1,Data Scientist,Junior,3224
130.0,5.0,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,1,MI,1,9,0,0,0,1,Data Scientist,Senior,3839
123.5,3.3,1001 to 5000 employees,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),3,0,0,CA,1,32,0,0,0,1,Analyst,Not Mentioned,7432
86.5,4.3,1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),1,0,0,NY,1,21,0,0,1,1,Other Titles,Not Mentioned,4054
64.0,3.5,501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,0,CA,1,24,0,0,0,0,manager,Not Mentioned,3901
47.0,3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,0,NY,1,10,0,1,0,0,Analyst,Senior,2492
162.0,4.0,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),2,0,0,CA,1,38,1,0,0,1,Other Titles,Not Mentioned,3895
140.0,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MD,0,107,1,0,0,1,Data Scientist,Senior,4611
89.0,3.4,51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,0,0,WA,0,-1,0,0,0,0,Data Scientist,Not Mentioned,407
98.0,3.0,10000+ employees,Company - Private,Gas Stations,Retail,$10+ billion (USD),3,0,0,TN,1,62,1,0,0,0,Data Engineer,Senior,2177
137.0,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,NY,0,107,1,0,0,0,Data Scientist,Senior,3197
99.0,4.0,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,0,CO,1,105,1,0,1,0,Data Engineer,Not Mentioned,4752
54.0,3.3,501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,0,WI,1,56,0,0,0,0,Other Titles,Not Mentioned,2855
109.0,3.2,1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,0,TN,0,16,0,0,1,1,Data Engineer,Senior,1811
109.0,3.4,201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,0,MD,0,21,0,0,1,0,Data Engineer,Not Mentioned,3705
139.5,4.4,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,0,MA,1,36,1,0,0,0,Data Scientist,Senior,2537
254.0,3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,0,0,IL,0,108,1,0,0,0,Director,Not Mentioned,4500
125.0,3.2,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,3,0,0,NY,1,45,1,0,1,1,Machine Learning Engineer,Not Mentioned,3549
106.5,3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,MA,0,24,1,0,0,0,Other Titles,Senior,4086
55.0,3.6,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,1,0,DE,0,85,0,0,0,0,Other Titles,Not Mentioned,2840
73.0,2.9,201 to 500 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,0,0,CA,0,8,0,0,0,0,Other Titles,Not Mentioned,3761
81.0,2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,0,MD,1,59,0,0,0,1,Other Titles,Not Mentioned,3809
128.5,3.2,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,0,PA,0,-1,1,1,1,0,Data Scientist,Not Mentioned,2352
99.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,NC,1,145,0,0,0,1,Other Titles,Not Mentioned,7209
92.0,4.0,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,0,0,CA,0,14,0,0,1,1,Other Titles,Senior,3943
45.5,3.3,501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,0,OH,1,31,0,0,0,0,Analyst,Not Mentioned,2895
122.5,4.5,51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),0,0,0,IN,1,24,1,1,1,0,Data Engineer,Senior,2331
37.5,3.0,1001 to 5000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3,0,0,FL,1,43,0,0,0,1,Analyst,Not Mentioned,6255
54.0,3.7,5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,0,MA,1,168,0,0,0,0,Analyst,Not Mentioned,3841
53.5,3.8,1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),3,0,0,NY,1,18,1,0,0,1,Analyst,Not Mentioned,2504
140.0,3.9,5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),0,0,0,IL,1,52,1,0,0,1,Data Scientist,Senior,5374
77.5,3.2,5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),3,0,0,VA,0,62,0,0,0,0,Other Titles,Senior,3299
53.0,3.3,1 to 50 employees,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,0,1,1,MA,1,44,0,0,0,1,Other Titles,Not Mentioned,1866
117.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,NC,1,145,0,0,0,1,Other Titles,Senior,7444
70.5,2.4,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,0,CA,1,14,0,0,0,0,Other Titles,Not Mentioned,3401
61.5,4.8,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),0,0,0,CA,1,9,0,0,0,1,manager,Not Mentioned,3721
80.0,2.9,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,GA,0,5,0,0,0,1,Other Titles,Senior,4654
70.0,2.9,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,NY,0,5,0,0,0,1,Other Titles,Not Mentioned,4755
120.0,-1.0,Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,1,MA,0,-1,0,0,0,1,Other Titles,Not Mentioned,3334
90.0,3.4,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,0,MA,1,32,0,1,0,1,Data Engineer,Not Mentioned,2786
111.0,4.1,1 to 50 employees,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,0,0,0,CA,1,13,1,0,1,1,Machine Learning Engineer,Not Mentioned,3526
138.5,3.9,51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,0,CA,1,12,1,0,0,0,Analyst,Senior,5777
68.5,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,0,169,0,0,0,1,manager,Not Mentioned,5071
87.5,3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),2,0,0,CA,1,9,1,0,1,1,Data Engineer,Not Mentioned,3849
111.5,3.6,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),3,0,0,PA,0,3,0,0,0,0,Other Titles,Senior,5064
84.5,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,190,0,0,1,0,Other Titles,Senior,6219
102.5,4.4,1001 to 5000 employees,Company - Public,Internet,Information Technology,$100 to $500 million (USD),3,0,0,TN,0,14,1,1,1,0,Data Engineer,Senior,6167
73.5,2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,PA,1,36,0,0,0,1,Other Titles,Not Mentioned,3107
127.5,3.2,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,0,PA,0,-1,0,0,0,1,manager,Not Mentioned,1678
93.5,3.6,501 to 1000 employees,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),0,0,0,OH,0,53,1,0,0,0,Other Titles,Not Mentioned,3710
